"account_id","ip_drift","velocity_drift","foreign_pct_drift","spend_ratio_drift","drift_signals_positive","pre_crime_verdict"
"ACC0044827","1.05","0.36","12.50","-0.08",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003435","1.04","0.67","10.00","-0.58",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013691","1.03","0.88","-12.50","0.45",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034029","1.03","-0.74","4.41","0.05",3,"🟢 No clear drift"
"ACC0034956","1.02","0.37","5.49","-2.66",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035547","1.01","-0.32","8.33","0.10",3,"🟢 No clear drift"
"ACC0036871","1.00","0.01","-15.28","10.99",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048592","1.00","-0.38","12.50","0.59",3,"🟢 No clear drift"
"ACC0048009","0.99","-0.56","25.24","3.46",3,"🟢 No clear drift"
"ACC0024304","0.98","-0.22","38.89","0.28",3,"🟢 No clear drift"
"ACC0014245","0.96","0.43","-23.33","3.02",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014966","0.96","-0.19","3.70","0.76",3,"🟢 No clear drift"
"ACC0042776","0.96","0.44","10.00","-13.34",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003154","0.95","-0.24","27.78","2.42",3,"🟢 No clear drift"
"ACC0027737","0.93","0.23","-14.43","1.09",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022826","0.92","0.40","0.00","1.23",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0015722","0.90","0.13","-12.50","0.47",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0025601","0.89","-0.38","26.19","3.44",3,"🟢 No clear drift"
"ACC0026291","0.89","0.57","-14.29","0.34",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022530","0.89","0.15","-9.34","0.23",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0015249","0.88","-0.11","6.36","1.20",3,"🟢 No clear drift"
"ACC0038228","0.88","0.00","20.00","0.87",3,"🟢 No clear drift"
"ACC0042450","0.88","0.23","0.00","1.67",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014105","0.88","0.20","-20.00","1.62",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008992","0.87","0.50","10.00","-0.79",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008932","0.87","0.08","-2.56","4.01",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0041888","0.85","0.84","-14.44","5.08",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0026549","0.84","-0.23","7.78","2.81",3,"🟢 No clear drift"
"ACC0045536","0.83","-0.17","33.33","2.41",3,"🟢 No clear drift"
"ACC0031966","0.83","0.20","-26.67","0.14",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023430","0.83","0.52","2.72","-1.09",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0028020","0.83","0.13","0.00","1.27",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0016079","0.81","0.33","-8.33","0.96",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013317","0.81","-0.04","30.56","0.26",3,"🟢 No clear drift"
"ACC0032084","0.79","0.31","-10.44","3.65",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0016205","0.78","-0.13","12.50","1.90",3,"🟢 No clear drift"
"ACC0042310","0.78","-0.22","37.18","0.56",3,"🟢 No clear drift"
"ACC0016986","0.78","-0.80","13.33","0.26",3,"🟢 No clear drift"
"ACC0041742","0.77","0.64","-21.43","0.82",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0001027","0.75","-0.06","5.88","0.21",3,"🟢 No clear drift"
"ACC0010105","0.74","-0.50","30.00","0.96",3,"🟢 No clear drift"
"ACC0031782","0.74","-0.17","6.06","0.68",3,"🟢 No clear drift"
"ACC0013926","0.73","-0.63","4.17","4.04",3,"🟢 No clear drift"
"ACC0011209","0.72","-0.13","10.00","1.11",3,"🟢 No clear drift"
"ACC0026584","0.70","-0.60","20.00","0.48",3,"🟢 No clear drift"
"ACC0025916","0.70","0.49","-2.38","0.32",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0038041","0.69","0.10","33.33","-3.04",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0036687","0.68","0.43","14.29","-1.97",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003570","0.68","0.12","28.57","-4.96",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0030777","0.66","0.18","-5.88","1.79",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022919","0.65","0.00","26.67","0.03",3,"🟢 No clear drift"
"ACC0022377","0.65","0.38","7.58","-1.10",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0041252","0.64","0.19","0.00","0.34",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0036993","0.63","0.38","-12.50","3.64",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0042350","0.63","0.24","21.79","-2.77",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035402","0.62","-1.36","23.21","1.53",3,"🟢 No clear drift"
"ACC0034531","0.62","0.34","-8.16","1.08",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0046092","0.62","0.18","9.09","-0.33",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0011159","0.60","0.33","-8.33","0.17",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0032180","0.60","0.28","-22.17","3.62",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0009716","0.58","0.10","4.01","-2.10",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0026396","0.58","0.71","38.46","-0.70",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0019198","0.57","0.10","-26.67","0.01",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014341","0.56","0.50","-15.00","0.30",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048240","0.55","0.01","-1.90","0.09",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0032364","0.55","0.47","-13.33","0.09",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0001225","0.54","-0.39","11.11","0.65",3,"🟢 No clear drift"
"ACC0014242","0.53","-0.08","25.00","0.59",3,"🟢 No clear drift"
"ACC0030901","0.52","0.20","0.00","2.69",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0033366","0.50","-0.18","5.45","2.28",3,"🟢 No clear drift"
"ACC0022769","0.49","-0.88","11.90","0.17",3,"🟢 No clear drift"
"ACC0015091","0.48","1.50","0.00","0.41",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013649","0.48","-0.19","22.22","0.82",3,"🟢 No clear drift"
"ACC0026502","0.45","0.33","0.00","0.94",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0033532","0.44","0.38","23.08","-1.00",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0047494","0.44","0.35","13.04","-0.44",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013758","0.43","-0.50","10.00","8.03",3,"🟢 No clear drift"
"ACC0019039","0.41","-1.26","11.90","0.08",3,"🟢 No clear drift"
"ACC0031433","0.40","0.13","28.31","-0.60",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0039448","0.38","0.17","0.00","0.12",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0049074","0.38","-0.32","12.00","0.37",3,"🟢 No clear drift"
"ACC0014205","0.38","0.18","24.46","-0.22",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014777","0.37","0.27","18.18","-1.19",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0037957","0.37","0.02","9.52","-3.64",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0018624","0.36","0.30","-20.00","2.76",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0000099","0.36","-0.86","14.29","7.64",3,"🟢 No clear drift"
"ACC0013961","0.36","0.20","-40.00","1.22",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0015421","0.36","0.48","-32.14","0.98",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0025512","0.33","-0.20","10.00","4.06",3,"🟢 No clear drift"
"ACC0017882","0.32","0.23","-4.90","1.74",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0027447","0.32","0.22","11.11","-1.55",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023656","0.31","-0.49","9.72","0.47",3,"🟢 No clear drift"
"ACC0038581","0.31","0.57","16.67","-0.58",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0043232","0.31","0.08","-2.56","0.83",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0016572","0.30","-0.80","20.00","0.93",3,"🟢 No clear drift"
"ACC0013735","0.29","0.57","0.00","1.16",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021711","0.29","-0.34","18.57","0.44",3,"🟢 No clear drift"
"ACC0038527","0.29","-0.19","27.78","0.14",3,"🟢 No clear drift"
"ACC0033972","0.29","-0.43","40.15","1.23",3,"🟢 No clear drift"
"ACC0002532","0.29","0.15","0.00","1.75",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022411","0.29","0.20","10.00","-2.22",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0012111","0.28","0.39","17.92","-0.02",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010904","0.28","-0.78","22.22","1.22",3,"🟢 No clear drift"
"ACC0015931","0.26","0.91","-18.18","0.36",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0043265","0.25","-0.11","10.71","0.89",3,"🟢 No clear drift"
"ACC0030866","0.25","-0.98","28.21","3.92",3,"🟢 No clear drift"
"ACC0036811","0.24","0.91","8.93","-0.11",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003651","0.23","0.41","12.38","-2.98",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010583","0.23","0.26","-26.39","9.72",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024124","0.22","-0.44","16.36","4.46",3,"🟢 No clear drift"
"ACC0023263","0.22","0.57","-3.33","5.78",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048011","0.22","0.09","-27.27","1.12",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048680","0.21","-0.58","21.79","1.40",3,"🟢 No clear drift"
"ACC0049137","0.20","0.01","-1.10","1.37",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0009525","0.18","0.69","8.33","-1.15",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0028263","0.17","0.79","6.06","-0.18",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003157","0.16","0.02","11.90","-0.01",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0038447","0.16","0.15","0.00","1.91",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008890","0.14","-0.27","4.55","0.11",3,"🟢 No clear drift"
"ACC0013238","0.14","0.60","29.17","-0.45",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008912","0.12","0.40","20.00","-3.62",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0004681","0.12","0.36","18.18","-0.02",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0047827","0.10","0.17","-16.67","0.10",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024379","0.08","-0.17","20.29","1.29",3,"🟢 No clear drift"
"ACC0002497","0.08","0.08","-10.14","0.97",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034899","0.07","0.11","-11.11","1.24",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0036882","0.05","0.24","9.56","-0.11",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0044604","0.04","0.60","20.00","-10.01",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0049643","0.02","1.40","-20.00","0.78",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013900","0.02","-0.98","4.78","0.65",3,"🟢 No clear drift"
"ACC0049955","0.01","-0.36","28.89","1.57",3,"🟢 No clear drift"
"ACC0032566","0.00","0.18","8.33","0.85",3,"🟢 No clear drift"
"ACC0028693","-0.07","0.06","14.91","0.75",3,"🟢 No clear drift"
"ACC0026872","-0.12","0.15","8.33","0.56",3,"🟢 No clear drift"
"ACC0030439","-0.13","0.14","42.86","2.09",3,"🟢 No clear drift"
"ACC0040161","-0.19","0.36","7.14","2.01",3,"🟢 No clear drift"
"ACC0018344","-0.21","0.01","4.17","8.96",3,"🟢 No clear drift"
"ACC0013146","-0.25","0.21","8.93","7.02",3,"🟢 No clear drift"
"ACC0047303","-0.32","0.31","30.77","0.14",3,"🟢 No clear drift"
"ACC0013395","-0.32","0.05","26.32","6.28",3,"🟢 No clear drift"
"ACC0002033","-0.44","1.80","40.00","4.56",3,"🟢 No clear drift"
"ACC0004073","-0.47","0.38","7.78","13.18",3,"🟢 No clear drift"
"ACC0018640","-0.49","0.21","8.33","2.86",3,"🟢 No clear drift"
"ACC0001866","-0.51","0.73","9.09","0.02",3,"🟢 No clear drift"
"ACC0041440","-0.51","0.53","12.38","1.51",3,"🟢 No clear drift"
"ACC0045487","-0.53","0.40","10.00","1.23",3,"🟢 No clear drift"
"ACC0026868","-0.53","0.43","9.36","0.16",3,"🟢 No clear drift"
"ACC0009371","-0.58","1.60","60.00","0.56",3,"🟢 No clear drift"
"ACC0031194","-0.62","0.81","7.14","2.71",3,"🟢 No clear drift"
"ACC0048518","-0.69","0.20","1.33","3.08",3,"🟢 No clear drift"
"ACC0007716","-0.76","1.23","16.67","0.57",3,"🟢 No clear drift"
"ACC0025006","-0.79","0.18","9.09","1.67",3,"🟢 No clear drift"
"ACC0024035","-0.87","0.01","8.89","0.16",3,"🟢 No clear drift"
"ACC0038834","-0.89","0.24","3.79","0.62",3,"🟢 No clear drift"
"ACC0040410","-0.91","0.82","5.77","4.25",3,"🟢 No clear drift"
"ACC0033346","-0.94","0.18","5.88","1.56",3,"🟢 No clear drift"
"ACC0020433","-0.96","0.50","18.18","1.15",3,"🟢 No clear drift"
"ACC0041457","-0.97","0.12","40.48","1.98",3,"🟢 No clear drift"
"ACC0048548","-0.99","1.86","28.57","1.32",3,"🟢 No clear drift"
"ACC0041318","-1.00","0.83","33.33","3.80",3,"🟢 No clear drift"
"ACC0007196","-1.01","0.50","7.27","0.69",3,"🟢 No clear drift"
"ACC0029271","-1.04","0.07","17.78","0.54",3,"🟢 No clear drift"
"ACC0019674","-1.08","0.17","33.33","3.47",3,"🟢 No clear drift"
"ACC0029563","-1.11","0.28","13.10","0.48",3,"🟢 No clear drift"
"ACC0042708","-1.12","0.30","17.78","3.53",3,"🟢 No clear drift"
"ACC0024885","-1.12","0.75","25.00","2.31",3,"🟢 No clear drift"
"ACC0015077","-1.15","0.28","5.00","1.33",3,"🟢 No clear drift"
"ACC0028805","-1.17","0.05","5.26","3.06",3,"🟢 No clear drift"
"ACC0027356","-1.18","0.06","11.11","1.20",3,"🟢 No clear drift"
"ACC0040541","-1.19","0.62","18.89","1.48",3,"🟢 No clear drift"
"ACC0004530","-1.20","0.22","35.16","0.18",3,"🟢 No clear drift"
"ACC0012617","-1.27","0.09","9.09","1.37",3,"🟢 No clear drift"
"ACC0025663","-1.30","0.36","5.30","0.32",3,"🟢 No clear drift"
"ACC0029431","-1.31","0.43","10.00","0.22",3,"🟢 No clear drift"
"ACC0009980","-1.32","0.68","6.82","0.10",3,"🟢 No clear drift"
"ACC0043874","-1.33","0.50","16.67","0.25",3,"🟢 No clear drift"
"ACC0028390","-1.34","0.69","30.12","1.53",3,"🟢 No clear drift"
"ACC0032329","-1.35","0.30","10.00","3.11",3,"🟢 No clear drift"
"ACC0045508","-1.36","0.11","2.41","4.84",3,"🟢 No clear drift"
"ACC0008707","-1.51","0.40","46.67","2.61",3,"🟢 No clear drift"
"ACC0017285","-1.53","0.57","10.71","3.65",3,"🟢 No clear drift"
"ACC0039352","-1.57","0.17","16.67","7.16",3,"🟢 No clear drift"
"ACC0025926","-1.60","0.03","11.05","0.31",3,"🟢 No clear drift"
"ACC0014127","-1.61","0.21","2.90","1.78",3,"🟢 No clear drift"
"ACC0042531","-1.62","0.23","7.69","2.31",3,"🟢 No clear drift"
"ACC0025333","-1.70","0.22","3.22","0.73",3,"🟢 No clear drift"
"ACC0008101","-1.71","0.22","3.81","0.07",3,"🟢 No clear drift"
"ACC0019137","-1.74","0.15","4.17","1.16",3,"🟢 No clear drift"
"ACC0025550","-1.75","0.11","3.70","0.38",3,"🟢 No clear drift"
"ACC0038630","-1.76","0.22","5.56","0.59",3,"🟢 No clear drift"
"ACC0015929","-1.79","0.38","6.82","0.42",3,"🟢 No clear drift"
"ACC0048894","-1.80","0.41","17.78","1.27",3,"🟢 No clear drift"
"ACC0046763","-1.80","0.22","11.11","0.86",3,"🟢 No clear drift"
"ACC0000724","-1.83","0.30","5.49","2.66",3,"🟢 No clear drift"
"ACC0024656","-1.83","0.60","11.90","1.12",3,"🟢 No clear drift"
"ACC0004773","-1.88","0.77","7.27","0.68",3,"🟢 No clear drift"
"ACC0019936","-1.89","1.08","19.44","2.08",3,"🟢 No clear drift"
"ACC0023574","-1.90","0.16","11.90","1.04",3,"🟢 No clear drift"
"ACC0023201","-1.94","0.40","33.33","1.36",3,"🟢 No clear drift"
"ACC0025142","-1.94","0.22","33.33","1.58",3,"🟢 No clear drift"
"ACC0015710","-1.97","0.11","5.26","0.15",3,"🟢 No clear drift"
"ACC0033564","-1.99","0.25","4.49","0.24",3,"🟢 No clear drift"
"ACC0027070","-2.04","0.22","2.82","0.29",3,"🟢 No clear drift"
"ACC0009520","-2.06","0.33","7.58","4.26",3,"🟢 No clear drift"
"ACC0035685","-2.08","0.04","6.36","0.52",3,"🟢 No clear drift"
"ACC0048647","-2.16","0.27","6.67","0.66",3,"🟢 No clear drift"
"ACC0011500","-2.17","0.33","16.67","0.08",3,"🟢 No clear drift"
"ACC0049056","-2.31","0.43","26.67","0.52",3,"🟢 No clear drift"
"ACC0043070","-2.32","0.27","9.09","1.14",3,"🟢 No clear drift"
"ACC0017979","-2.36","0.22","11.54","1.56",3,"🟢 No clear drift"
"ACC0039875","-2.37","0.28","3.42","1.65",3,"🟢 No clear drift"
"ACC0039438","-2.38","0.49","7.05","1.47",3,"🟢 No clear drift"
"ACC0014684","-2.41","0.21","5.88","0.05",3,"🟢 No clear drift"
"ACC0012818","-2.46","0.13","12.50","0.78",3,"🟢 No clear drift"
"ACC0038778","-2.48","0.19","15.38","4.86",3,"🟢 No clear drift"
"ACC0042107","-2.49","0.24","5.88","0.26",3,"🟢 No clear drift"
"ACC0016389","-2.53","0.11","35.71","0.90",3,"🟢 No clear drift"
"ACC0026925","-2.58","0.53","17.65","0.96",3,"🟢 No clear drift"
"ACC0027274","-2.66","0.16","28.89","1.61",3,"🟢 No clear drift"
"ACC0020491","-2.67","0.43","14.29","2.20",3,"🟢 No clear drift"
"ACC0044870","-2.70","0.75","12.50","4.11",3,"🟢 No clear drift"
"ACC0010690","-2.71","0.18","7.89","1.77",3,"🟢 No clear drift"
"ACC0045925","-2.72","0.03","16.67","0.26",3,"🟢 No clear drift"
"ACC0027014","-2.75","0.09","27.27","1.30",3,"🟢 No clear drift"
"ACC0018283","-2.77","0.29","28.57","1.92",3,"🟢 No clear drift"
"ACC0047338","-2.80","0.02","10.71","0.62",3,"🟢 No clear drift"
"ACC0042402","-2.81","0.05","10.53","0.53",3,"🟢 No clear drift"
"ACC0009561","-2.83","0.67","16.67","2.35",3,"🟢 No clear drift"
"ACC0047854","-2.84","1.20","50.00","1.98",3,"🟢 No clear drift"
"ACC0038985","-2.85","0.50","16.67","1.22",3,"🟢 No clear drift"
"ACC0015388","-2.86","0.18","18.18","1.89",3,"🟢 No clear drift"
"ACC0049632","-2.87","0.01","12.86","1.67",3,"🟢 No clear drift"
"ACC0039390","-2.91","0.54","18.89","0.83",3,"🟢 No clear drift"
"ACC0026785","-2.93","0.33","8.33","2.51",3,"🟢 No clear drift"
"ACC0036080","-2.94","0.25","18.06","0.08",3,"🟢 No clear drift"
"ACC0046725","-3.08","0.10","13.33","0.71",3,"🟢 No clear drift"
"ACC0045609","-3.12","0.17","13.33","1.36",3,"🟢 No clear drift"
"ACC0044622","-3.15","0.38","14.44","4.66",3,"🟢 No clear drift"
"ACC0015414","-3.15","0.46","15.36","0.48",3,"🟢 No clear drift"
"ACC0000413","-3.17","0.28","15.45","7.87",3,"🟢 No clear drift"
"ACC0049354","-3.17","0.16","15.91","0.89",3,"🟢 No clear drift"
"ACC0025626","-3.23","0.17","6.94","0.03",3,"🟢 No clear drift"
"ACC0021073","-3.25","0.25","24.24","4.84",3,"🟢 No clear drift"
"ACC0021196","-3.27","0.38","20.83","1.03",3,"🟢 No clear drift"
"ACC0012707","-3.28","0.20","20.00","0.59",3,"🟢 No clear drift"
"ACC0038344","-3.33","0.50","16.67","2.41",3,"🟢 No clear drift"
"ACC0041008","-3.33","0.20","13.33","0.57",3,"🟢 No clear drift"
"ACC0014119","-3.41","0.40","13.33","2.44",3,"🟢 No clear drift"
"ACC0008159","-3.43","0.25","17.50","0.20",3,"🟢 No clear drift"
"ACC0048555","-3.44","0.60","20.00","1.34",3,"🟢 No clear drift"
"ACC0043863","-3.46","0.50","9.52","0.88",3,"🟢 No clear drift"
"ACC0012069","-3.49","1.13","25.00","0.70",3,"🟢 No clear drift"
"ACC0034691","-3.52","0.20","40.91","1.62",3,"🟢 No clear drift"
"ACC0035564","-3.56","0.57","10.00","0.06",3,"🟢 No clear drift"
"ACC0040304","-3.60","0.77","7.69","2.83",3,"🟢 No clear drift"
"ACC0019493","-3.63","0.17","7.58","1.41",3,"🟢 No clear drift"
"ACC0043793","-3.70","0.29","8.23","0.78",3,"🟢 No clear drift"
"ACC0046809","-3.78","0.29","4.90","0.90",3,"🟢 No clear drift"
"ACC0031955","-3.79","0.16","8.89","6.11",3,"🟢 No clear drift"
"ACC0048181","-3.91","0.29","28.57","1.44",3,"🟢 No clear drift"
"ACC0010642","-3.96","0.31","8.33","0.46",3,"🟢 No clear drift"
"ACC0033967","-3.99","0.55","37.50","14.59",3,"🟢 No clear drift"
"ACC0038449","-3.99","0.46","7.78","0.71",3,"🟢 No clear drift"
"ACC0043755","-4.12","0.17","16.67","3.21",3,"🟢 No clear drift"
"ACC0010323","-4.15","0.08","11.17","0.13",3,"🟢 No clear drift"
"ACC0010851","-4.20","0.13","12.50","2.32",3,"🟢 No clear drift"
"ACC0024133","-4.22","0.33","16.67","0.30",3,"🟢 No clear drift"
"ACC0041721","-4.30","0.11","2.30","0.05",3,"🟢 No clear drift"
"ACC0038270","-4.31","0.31","44.44","0.08",3,"🟢 No clear drift"
"ACC0019517","-4.66","0.22","11.11","0.97",3,"🟢 No clear drift"
"ACC0029652","-4.68","0.24","8.81","0.07",3,"🟢 No clear drift"
"ACC0038895","-4.70","0.08","25.00","0.18",3,"🟢 No clear drift"
"ACC0002827","-4.74","0.38","6.25","0.32",3,"🟢 No clear drift"
"ACC0032953","-4.74","0.14","42.86","0.03",3,"🟢 No clear drift"
"ACC0022506","-4.80","1.40","20.00","0.31",3,"🟢 No clear drift"
"ACC0033068","-4.82","0.73","10.00","2.41",3,"🟢 No clear drift"
"ACC0033828","-4.88","0.46","8.82","5.42",3,"🟢 No clear drift"
"ACC0024651","-4.90","0.41","11.76","2.77",3,"🟢 No clear drift"
"ACC0040123","-4.90","0.20","40.00","0.62",3,"🟢 No clear drift"
"ACC0037297","-4.93","0.47","5.45","2.07",3,"🟢 No clear drift"
"ACC0044922","-5.03","0.43","8.33","0.84",3,"🟢 No clear drift"
"ACC0009692","-5.09","0.39","9.72","0.82",3,"🟢 No clear drift"
"ACC0035326","-5.12","0.62","15.91","0.74",3,"🟢 No clear drift"
"ACC0033705","-5.13","0.66","20.33","5.74",3,"🟢 No clear drift"
"ACC0026723","-5.13","0.18","3.57","1.26",3,"🟢 No clear drift"
"ACC0026098","-5.15","0.31","9.52","0.42",3,"🟢 No clear drift"
"ACC0030181","-5.24","0.13","5.00","0.31",3,"🟢 No clear drift"
"ACC0043626","-5.28","0.45","3.27","0.67",3,"🟢 No clear drift"
"ACC0006378","-5.35","0.20","10.00","0.52",3,"🟢 No clear drift"
"ACC0014338","-5.49","1.29","28.57","0.88",3,"🟢 No clear drift"
"ACC0009749","-5.64","0.09","30.00","1.33",3,"🟢 No clear drift"
"ACC0022830","-5.74","0.09","18.18","2.66",3,"🟢 No clear drift"
"ACC0042868","-5.84","0.25","8.93","0.53",3,"🟢 No clear drift"
"ACC0001511","-5.86","0.08","6.06","0.86",3,"🟢 No clear drift"
"ACC0011458","-5.88","0.33","33.33","0.60",3,"🟢 No clear drift"
"ACC0022196","-5.91","0.43","28.89","1.97",3,"🟢 No clear drift"
"ACC0042985","-6.03","0.07","10.71","0.31",3,"🟢 No clear drift"
"ACC0016301","-6.04","0.18","9.09","2.49",3,"🟢 No clear drift"
"ACC0018394","-6.08","0.11","17.78","0.67",3,"🟢 No clear drift"
"ACC0022171","-6.12","0.14","25.24","0.69",3,"🟢 No clear drift"
"ACC0031250","-6.17","0.92","22.22","2.99",3,"🟢 No clear drift"
"ACC0026430","-6.24","0.20","20.00","0.07",3,"🟢 No clear drift"
"ACC0004139","-6.27","0.45","9.52","0.20",3,"🟢 No clear drift"
"ACC0045044","-6.27","0.48","14.29","5.26",3,"🟢 No clear drift"
"ACC0016134","-6.30","0.20","20.00","4.73",3,"🟢 No clear drift"
"ACC0002622","-6.50","0.08","8.33","0.09",3,"🟢 No clear drift"
"ACC0036612","-6.51","0.54","48.21","0.68",3,"🟢 No clear drift"
"ACC0012690","-6.51","0.03","15.45","0.68",3,"🟢 No clear drift"
"ACC0007736","-6.59","0.47","5.88","1.40",3,"🟢 No clear drift"
"ACC0008637","-6.86","0.77","21.43","1.10",3,"🟢 No clear drift"
"ACC0017446","-6.96","0.20","8.77","0.12",3,"🟢 No clear drift"
"ACC0027741","-7.33","0.40","13.33","0.05",3,"🟢 No clear drift"
"ACC0048343","-7.37","0.50","9.52","2.11",3,"🟢 No clear drift"
"ACC0033380","-7.42","0.28","5.77","1.62",3,"🟢 No clear drift"
"ACC0021347","-7.49","0.12","9.52","0.83",3,"🟢 No clear drift"
"ACC0004613","-7.67","0.20","17.78","0.12",3,"🟢 No clear drift"
"ACC0006976","-7.68","1.24","25.45","2.26",3,"🟢 No clear drift"
"ACC0045813","-7.78","0.17","33.33","2.43",3,"🟢 No clear drift"
"ACC0044565","-7.93","0.38","25.00","1.15",3,"🟢 No clear drift"
"ACC0031496","-8.06","0.42","20.83","1.63",3,"🟢 No clear drift"
"ACC0037501","-8.13","0.44","22.22","7.37",3,"🟢 No clear drift"
"ACC0034832","-8.21","0.32","6.41","0.28",3,"🟢 No clear drift"
"ACC0037421","-8.26","0.04","20.47","2.52",3,"🟢 No clear drift"
"ACC0022803","-8.56","0.79","26.19","3.70",3,"🟢 No clear drift"
"ACC0043135","-8.62","0.56","7.78","0.70",3,"🟢 No clear drift"
"ACC0020950","-8.67","0.44","12.50","0.95",3,"🟢 No clear drift"
"ACC0015535","-8.88","0.17","33.33","3.26",3,"🟢 No clear drift"
"ACC0013059","-8.96","0.20","10.00","0.56",3,"🟢 No clear drift"
"ACC0047445","-9.60","0.20","20.00","3.92",3,"🟢 No clear drift"
"ACC0045729","-9.61","0.43","9.52","1.25",3,"🟢 No clear drift"
"ACC0015532","-9.65","0.27","9.09","0.15",3,"🟢 No clear drift"
"ACC0000360","-9.80","0.80","20.00","0.71",3,"🟢 No clear drift"
